,X,Y,PID,SSL,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTINGYEAR,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,METEREDAREAS_ENERGY,METEREDAREAS_WATER,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LASTUPDATE
7157,-77.00125046,38.92696861,PM13290122,3548    0002; PAR 01200034,Trinity Washington University,13290122.0,Trinity Washington University,2020,In Compliance,125 MICHIGAN AVE NE,TRINITY COLLEGE,5.0,20017,1897.0,College/University,College/University,56787,611937.0,,97.4,104.1,159.7,167.3,4021.8,6.6,,13945.1,Whole Property,,395010.1483,0.0,285983.0,399891.7698,139898.1767,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5890697.8,5939811.5,5301216.9,4047114.8,3068890.6,2063335.2,1128051.1,1229511.7,1452202.8,1435317.3,2164610.9,4213668.2,7457283.8,1704935.2,1619615.0,1534335.5,1326774.7,1440214.2,1754929.6,2183999.3,2335673.4,1861766.0,1581306.5,1394346.7,1361167.2,2022/05/04 00:00:00+00
7158,-77.00125046,38.92696861,PM13290122,3548    0002; PAR 01200034,Trinity Washington University,13290122.0,Trinity Washington University,2021,In Compliance,125 MICHIGAN AVE NE,TRINITY COLLEGE,5.0,20017,1897.0,College/University,College/University,56787,611937.0,,107.2,111.4,172.1,175.3,4311.4,7.0,,15579.5,Whole Property,,447621.9365,0.0,285983.0,399891.7698,139898.1767,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,6104179.0,7809562.4,6956994.1,5738592.2,3283462.5,2025584.4,1638329.4,1613010.5,1469746.9,1464220.9,2572610.0,4750871.7,5439208.7,1356606.7,1293327.3,1431016.4,1371796.0,1555443.4,1984179.0,2241900.7,2390039.3,2228434.0,1901595.0,1633559.4,1439564.1,2022/05/04 00:00:00+00
7292,-77.00125046,38.92696861,PM13290122,3548    0002; PAR 01200034,Trinity Washington University,13290122.0,Trinity Washington University,2018,In Compliance,4TH ST NE,TRINITY COLLEGE,5.0,20017,1964.0,College/University,College/University,56787,611937.0,,107.3,108.1,178.0,178.2,4460.4,7.3,,17475.6,Whole Property,,428283.6533,0.0,285983.0,399891.7698,139898.1767,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,6692789.2,8073103.3,6116260.7,6348018.2,3592753.5,1361788.7,779003.4,696367.8,758283.4,1011907.9,2526709.0,5476186.2,6087983.2,1772604.4,1622977.6,1766558.2,1652440.7,1823850.1,2019057.5,2305882.0,2433167.3,2331498.8,1883963.2,1617129.6,1606670.1,2022/05/04 00:00:00+00
7293,-77.00125046,38.92696861,PM13290122,3548    0002; PAR 01200034,Trinity Washington University,13290122.0,Trinity Washington University,2019,In Compliance,4TH ST NE,TRINITY COLLEGE,5.0,20017,1897.0,College/University,College/University,56787,611937.0,,102.0,106.4,172.2,175.1,4284.3,7.0,,19233.7,Whole Property,,396209.8791,0.0,285983.0,399891.7698,139898.1767,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,6675047.3,7598599.0,6823875.4,5172581.1,2328735.3,1201946.1,855762.7,754449.9,850416.2,942031.8,2313095.4,4618196.5,6161298.5,1699966.0,1573450.9,1695416.2,1564232.0,1741013.2,2049732.7,2503814.7,2547123.7,2254430.6,1809300.3,1655301.0,1681483.0,2022/05/04 00:00:00+00
7362,-77.00861031,38.90051818,PM1309871,0676    0114,801 North Capitol Street,,,2017,In Compliance,801 NORTH CAPITOL ST NE,ASB 801 NORTH CAPITOL LLC,6.0,20002,1966.0,College/University,College/University,98980,120921.0,,53.8,54.4,161.0,161.6,695.2,5.7,,1600.6,Whole Building,,4519.882241,0.0,79625.0,399253.3123,136961.9945,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1773186.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/10 00:00:00+00
7363,-77.00860803,38.90051073,PM1309871,0676    0114,801 North Capitol Street,,,2018,In Compliance,801 NORTH CAPITOL ST NE,ASB 801 NORTH CAPITOL LLC,6.0,20002,1966.0,College/University,College/University,98980,120921.0,,10.9,70.0,17.1,183.2,86.8,0.7,,1495.0,Whole Property,Whole Building,9247.307959,0.0,79625.0,399253.5101,136961.167,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,2221630.3,467779.9,312391.2,84946.8,548416.3,201955.8,1327.2,26.5,0.0,447.0,7218.6,247899.9,181956.1,511956.3,464394.1,465090.9,441370.0,449066.8,445012.9,474248.9,1761592.2,1245231.6,402871.4,6914.7,376362.2,2022/05/10 00:00:00+00
7364,-77.00860803,38.90051073,PM1309871,0676    0114,801 North Capitol Street,,,2019,In Compliance,801 NORTH CAPITOL STREET NE,ASB 801 NORTH CAPITOL LLC,6.0,20002,1966.0,College/University,College/University,98980,120921.0,,62.3,63.0,162.6,163.3,686.4,5.7,,1506.5,Whole Property,,8244.112714,0.0,79625.0,399253.5101,136961.167,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1967790.4,173181.3,231863.0,213018.5,39833.0,6499.4,1293.6,25.8,0.0,285.7,191.0,82535.8,75684.3,511956.3,464394.1,465090.9,441370.0,449066.8,357590.4,320852.4,1614112.3,1105216.3,258339.1,292391.7,433721.3,2022/05/10 00:00:00+00
7365,-77.00860803,38.90051073,PM1309871,0676    0114,801 North Capitol Street,,,2020,In Compliance,801 NORTH CAPITOL ST NE,ASB 601 NORTH CAPITOL LLC,6.0,20002,1966.0,College/University,College/University,98980,120921.0,,39.8,40.5,105.3,106.1,442.7,3.7,,1286.5,Whole Property,,4220.028998,0.0,79625.0,399253.5101,136961.167,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1286919.9,104685.2,60763.6,82774.8,29262.2,2952.0,0.0,0.0,0.0,0.0,0.0,25975.0,115590.2,531999.1,553631.2,512482.4,380711.1,233244.3,217412.6,324754.1,341609.5,334580.7,299846.6,318953.7,341745.9,2022/05/10 00:00:00+00
7366,-77.00860803,38.90051073,PM1309871,0676    0114,801 North Capitol Street,,,2021,In Compliance,801 NORTH CAPITOL ST NE,ASB 801 NORTH CAPITOL LLC,6.0,20002,1966.0,College/University,College/University,98980,120921.0,,35.5,36.1,93.0,93.6,381.0,3.2,,770.7,Whole Property,,4495.819502,0.0,79625.0,399253.5101,136961.167,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1127159.9,159978.7,80915.4,75330.7,14880.0,0.0,0.0,0.0,0.0,0.0,0.0,27575.0,90902.1,434074.7,386989.1,397634.5,305305.8,296502.8,249758.4,288655.2,276713.2,331509.9,271049.3,275484.9,332192.3,2022/05/10 00:00:00+00
7598,-77.0891125,38.9189164,PM13820283,1374    0850,DOEE - Mount Vernon Campus,13820283.0,DOEE - Mount Vernon Campus,2018,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3.0,20007,1970.0,College/University,Residence Hall/Dormitory,271712,272171.0,,94.5,95.6,183.8,183.8,1926.3,7.1,,9182.8,Whole Property,,125734.8707,0.0,224574.0,392272.2879,139008.084,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3853634.4,2087841.1,1413819.0,1776276.9,1108699.3,590755.4,319099.8,356688.1,384669.6,524035.1,1259631.5,1373252.5,1378718.7,856068.6,895176.6,943651.7,1057054.3,1248125.5,1169669.9,1188604.7,1379703.0,1604162.6,1245211.1,813223.4,747950.9,2022/07/19 00:00:00+00
7599,-77.09014465,38.91828316,PM13820283,1374    0850,DOEE - Mount Vernon Campus,13820283.0,DOEE - Mount Vernon Campus,2019,In Compliance,2100 FOXHALL ROAD NW,THE GEORGE WASHINGTON UNIVERSITY,3.0,20007,1946.0,College/University,Residence Hall/Dormitory,271712,272171.0,,94.7,96.1,196.5,196.4,2011.6,7.4,,10536.1,Whole Property,,106642.9911,0.0,224574.0,392182.7096,138937.877,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,4425265.1,1435670.7,1400135.0,1322364.8,852466.3,575473.7,285625.2,244875.9,310445.5,502637.6,775695.1,1433205.2,1525704.0,977894.1,873565.7,998532.8,1178596.2,1431618.2,1368741.4,1616450.4,1636790.5,1547744.8,1415383.5,1071675.9,982013.1,2022/07/19 00:00:00+00
7600,-77.09014465,38.91828316,PM13820283,1374    0850,DOEE - Mount Vernon Campus,13820283.0,DOEE - Mount Vernon Campus,2020,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3.0,20007,1946.0,College/University,Residence Hall/Dormitory,271712,272171.0,,81.1,83.3,154.1,156.6,1629.2,6.0,,32729.9,Whole Property,,113762.6204,0.0,224574.0,392182.7096,138937.877,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3138724.0,1465054.4,1377117.5,1087585.3,824177.8,543252.9,276018.2,520938.3,1938341.8,332876.1,707688.9,1001126.5,1302084.5,860453.6,770715.7,762274.1,725064.7,899371.2,1195526.9,1213318.5,1115812.5,960578.2,832861.5,665733.5,707617.1,2022/07/19 00:00:00+00
7601,-77.09204877,38.91737715,PM13820283,1374    0850,BEPS1 - Mount Vernon Campus,13820283.0,BEPS1 - Mount Vernon Campus,2021,In Compliance,2100 FOXHALL RD NW,GEORGE WASHINGTON UNIVERSITY,3.0,20007,1946.0,College/University,Residence Hall/Dormitory,271712,272171.0,,74.0,74.9,146.9,146.4,1497.8,5.5,,1582.8,Whole Property,,93997.36654,0.0,224574.0,392017.4798,138837.4671,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3151955.4,1619881.7,1521295.8,978825.4,804499.2,484536.3,342368.4,227198.8,245618.8,410938.8,660541.5,906911.7,1197120.2,595061.4,550669.3,683243.6,713774.7,863245.4,1133501.0,1110030.2,1200300.5,1243604.8,1069578.9,805037.1,786426.2,2022/07/19 00:00:00+00
8257,-77.09204877,38.91737715,PM14808624,1374    0850,Merriweather Campus,14808624.0,Merriweather Campus,2021,In Compliance,2100 FOXHALL RD NW,GEORGE WASHINGTON UNIVERSITY,3.0,20007,1946.0,College/University,College/University,271712,174537.0,,74.9,77.6,145.6,147.1,959.8,5.5,,5585.6,Whole Property,,63957.72205,0.0,224574.0,392017.4798,138837.4671,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1957288.8,1498802.6,1237119.9,682858.1,269332.0,142667.5,79032.8,117162.2,99403.5,191825.7,326265.7,671818.0,1079484.2,495236.9,459838.6,485872.6,438600.1,406462.1,532092.7,677371.1,705989.0,780533.7,686233.4,472185.0,537855.0,2022/07/19 00:00:00+00
8576,-77.01291257,38.89783624,PM1491224,0567    0062,McDonough Hall,,,2011,In Compliance,101 F ST,GEORGETOWN COLLEGE LAW CENTER,6.0,,1978.0,College/University (Campus-Level),College/University (Campus-Level),285258,339174.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,No Selection Made,,0.0,0.0,300811.0,398880.0785,136664.3216,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8577,-77.01291257,38.89783624,PM1491224,0567    0062,McDonough Hall,,,2012,In Compliance,101 F ST,GEORGETOWN COLLEGE LAW CENTER,6.0,,1978.0,College/University (Campus-Level),College/University (Campus-Level),285258,339174.0,,75.1,73.1,210.9,198.6,3085.16,0.0,,0.0,No Selection Made,,58799.0,0.0,300811.0,398880.0785,136664.3216,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5737848.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8578,-77.01291257,38.89783624,PM1491224,0567    0062,McDonough Hall,3612277.0,Georgetown Law,2013,In Compliance,101 F ST,GEORGETOWN COLLEGE LAW CENTER,6.0,20001,1978.0,College/University,College/University,285258,339174.0,,81.9,82.5,203.9,204.6,3020.2,8.9,,4778.6,Whole Building,,86370.99866,0.0,300811.0,398880.0785,136664.3216,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5608015.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8579,-77.01291257,38.89783624,PM1491224,0567    0062,McDonough Hall,3612277.0,Georgetown Law,2014,In Compliance,101 F ST,GEORGETOWN COLLEGE LAW CENTER,6.0,20001,1978.0,College/University,College/University,285258,339174.0,,79.7,78.6,195.9,194.5,2906.5,8.6,,3701.4,Whole Building,,87938.80209,0.0,300811.0,398880.0785,136664.3216,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5340846.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8580,-77.01240664,38.89784819,PM1491224,0567    0062,McDonough Hall,3612277.0,Georgetown Law,2016,In Compliance,101 F ST NW,GEORGETOWN COLLEGE LAW CENTER,6.0,20001,1978.0,College/University,College/University,285258,339174.0,,73.8,75.1,189.4,188.9,2447.8,7.2,,4002.8,Whole Building,,68964.70026,0.0,300811.0,398923.9663,136665.6421,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5319682.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8581,-77.01240664,38.89784819,PM1491224,0567    0062,McDonough Hall,3612277.0,Georgetown Law,2017,In Compliance,101 F ST NW,GEORGETOWN COLLEGE LAW CENTER,6.0,20001,1978.0,College/University,College/University,285258,339174.0,,72.1,74.1,191.4,191.1,2384.3,7.0,,6544.7,Whole Building,,57077.29877,0.0,300811.0,398923.9663,136665.6421,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5498380.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8658,-77.01305393,38.89873891,PM1502748,0565    0020,Edward Bennett Williams Library,,,2010,Data Under Review by DOEE,111 G STREET NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University (Campus-Level),College/University (Campus-Level),148385,150176.0,,74.8,74.8,249.9,249.9,1590.98,0.0,,0.0,No Selection Made,,0.0,0.0,238365.0,398867.8302,136764.5266,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3292810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8659,-77.01305393,38.89873891,PM1502748,0565    0020,Edward Bennett Williams Library,,,2011,Data Under Review by DOEE,111 G STREET NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University (Campus-Level),College/University (Campus-Level),148385,150176.0,,72.1,72.1,240.9,240.9,1534.13,0.0,,0.0,No Selection Made,,0.0,0.0,238365.0,398867.8302,136764.5266,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3175154.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8660,-77.01302851,38.89863856,PM1502748,0565    0020,Edward Bennett Williams Library,3612277.0,Georgetown Law,2013,In Compliance,0111 G ST NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University,College/University,148385,150176.0,,68.9,68.9,216.2,216.2,1384.3,9.2,,1273.2,Whole Building,,0.0,0.0,238365.0,398870.0338,136753.3868,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3030791.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8661,-77.01302851,38.89863856,PM1502748,0565    0020,Edward Bennett Williams Library,3612277.0,Georgetown Law,2014,In Compliance,0111 G ST NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University,College/University,148385,150176.0,,66.6,66.6,209.2,209.2,1339.1,8.9,,1745.2,Whole Building,,0.0,0.0,238365.0,398870.0338,136753.3868,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,2931744.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8662,-77.01305621,38.89874637,PM1502748,0565    0020,Edward Bennett Williams Library,3612277.0,Georgetown Law,2015,In Compliance,111 G ST NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University,College/University,148385,150176.0,,64.6,64.6,202.9,202.9,1299.3,8.7,,1728.7,Whole Building,,0.0,0.0,238365.0,398867.6322,136765.3545,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,2844754.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8663,-77.01305621,38.89874637,PM1502748,0565    0020,Edward Bennett Williams Library,3612277.0,Georgetown Law,2016,In Compliance,111 G ST NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University,College/University,148385,150176.0,,68.5,68.5,215.0,215.0,1179.1,7.9,,1864.1,Whole Building,,0.0,0.0,238365.0,398867.6322,136765.3545,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3013282.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8664,-77.01305621,38.89874637,PM1502748,0565    0020,Edward Bennett Williams Library,3612277.0,Georgetown Law,2017,In Compliance,111 G ST NW,GEORGETOWN UNIVERSITY,6.0,20001,1987.0,College/University,College/University,148385,150176.0,,68.2,68.2,214.1,214.1,1135.9,7.6,,1887.3,Whole Building,,0.0,0.0,238365.0,398867.6322,136765.3545,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3000956.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8766,-77.0127982,38.89689526,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,,,2011,In Compliance,550 1ST ST,GEORGETOWN UNIVERSITY,6.0,,2004.0,College/University (Campus-Level),College/University (Campus-Level),229266,194140.0,,105.7,110.7,267.3,271.1,2264.48,0.0,,0.0,No Selection Made,,72596.0,0.0,291431.0,398889.9845,136559.8634,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3887400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8767,-77.0127982,38.89689526,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,,,2012,In Compliance,550 1ST ST,GEORGETOWN UNIVERSITY,6.0,,2004.0,College/University (Campus-Level),College/University (Campus-Level),229266,194140.0,,103.6,108.8,265.9,271.3,2247.99,0.0,,0.0,No Selection Made,,67807.0,0.0,291431.0,398889.9845,136559.8634,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8768,-77.0127982,38.89689526,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2013,In Compliance,550 1ST ST,GEORGETOWN UNIVERSITY,6.0,20001,2004.0,College/University,College/University,229266,194140.0,,105.1,105.6,256.7,257.2,2181.7,11.2,,4433.0,Whole Building,,68183.80148,0.0,291431.0,398889.9845,136559.8634,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3983639.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8769,-77.0127982,38.89689526,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2014,In Compliance,550 1ST ST,GEORGETOWN UNIVERSITY,6.0,20001,2004.0,College/University,College/University,229266,194140.0,,98.3,97.3,230.3,229.3,1967.1,10.1,,3435.8,Whole Building,,72606.90211,0.0,291431.0,398889.9845,136559.8634,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3462439.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8770,-77.01249402,38.89691467,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2015,In Compliance,550 1ST ST NW,GEORGETOWN UNIVERSITY,6.0,20001,2004.0,College/University,College/University,229266,194140.0,,96.0,96.5,229.3,227.7,1953.9,10.1,,5861.7,Whole Building,,67119.40225,0.0,291431.0,398916.3722,136562.0145,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3497399.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8771,-77.01249402,38.89691467,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2016,In Compliance,550 1ST ST NW,GEORGETOWN UNIVERSITY,6.0,20001,2004.0,College/University,College/University,229266,194140.0,,95.9,96.8,225.0,223.7,1699.4,8.8,,6852.9,Whole Building,,70619.49353,0.0,291431.0,398916.3722,136562.0145,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3384399.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
8772,-77.01249402,38.89691467,PM1532643,0569    0864,Hotung International Building/Sport & Fitness Center,3612277.0,Georgetown Law,2017,In Compliance,550 1ST ST NW,GEORGETOWN UNIVERSITY,6.0,20001,2004.0,College/University,College/University,229266,194140.0,,91.9,95.4,217.2,218.8,1595.8,8.2,,5143.6,Whole Building,,66138.99912,0.0,291431.0,398916.3722,136562.0145,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,3287999.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/05/04 00:00:00+00
9472,-77.06808427,38.91669914,PM18749927,1299    1024,Harris Building,,,2021,In Compliance,2001 WISCONSIN AVE NW,GREEN HARRIS LLC,3.0,20007,1959.0,College/University,College/University,338948,128875.0,,40.5,40.5,113.3,113.3,484.4,3.8,,1142.9,Whole Property,,0.0,0.0,279700.0,394095.6901,138760.3796,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,1528838.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593798.8,556058.8,519957.8,425963.2,442911.8,453129.8,478632.6,479024.3,420548.5,285687.1,260031.4,300653.7,2022/11/09 00:00:00+00
9487,-77.04912911,38.89900341,PM2266039,0056    0030,"Funger, Duques, and Tompkins Halls",,,2015,In Compliance,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2.0,20052,1969.0,College/University,College/University,189281,344663.0,,89.1,89.1,216.8,215.0,3272.7,9.5,,5991.3,Whole Building,,103644.7632,0.0,902353.0,395738.4911,136794.9544,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5959842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/07/19 00:00:00+00
9488,-77.04912911,38.89900341,PM2266039,0056    0030,"Funger, Duques, and Tompkins Halls",,,2016,In Compliance,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2.0,20052,2006.0,College/University,College/University,399958,344663.0,,89.9,89.4,215.5,213.5,2875.3,8.3,,8365.7,Whole Building,,109943.4,0.0,902353.0,395738.4911,136794.9544,2023/02/26 09:02:48+00,0.0,0.0,0.0,0.0,5855892.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022/07/19 00:00:00+00
